geneID	gff_annotation	gff_annotation.1
102077699	lg7h3orf20	linkage group 7 C3orf20 homolog%2C transcript variant X1
102077700	LOC102077700	uncharacterized LOC102077700
102077703	LOC102077703	dual specificity protein phosphatase 3
102077705	cfap97	cilia and flagella associated protein 97%2C transcript variant X2
102077706	LOC102077706	uncharacterized LOC102077706%2C transcript variant X4
102077707	macrod2	MACRO domain containing 2%2C transcript variant X3
102077708	LOC102077708	integrin beta-like protein B
102077711	LOC102077711	uncharacterized LOC102077711
102077712	LOC102077712	fibronectin type III domain-containing protein 7-like
102077714	LOC102077714	uncharacterized LOC102077714
102077716	fam187b	family with sequence similarity 187 member B%2C transcript variant X1
102077717	LOC102077717	zinc finger BED domain-containing protein 1
102077718	LOC102077718	uncharacterized LOC102077718
102077719	LOC102077719	uncharacterized LOC102077719
102077721	LOC102077721	uncharacterized LOC102077721
102077723	LOC102077723	cell surface glycoprotein MUC18%2C transcript variant X2
102077725	LOC102077725	homeobox protein NOBOX-like%2C transcript variant X2
102077727	LOC102077727	uncharacterized LOC102077727
102077728	LOC102077728	collectin-11%2C transcript variant X2
102077731	LOC102077731	hepatocyte cell adhesion molecule%2C transcript variant X2
102077732	LOC102077732	uncharacterized LOC102077732%2C transcript variant X2
102077733	LOC102077733	uncharacterized LOC102077733
102077735	pbxip1	PBX homeobox interacting protein 1%2C transcript variant X4
102077736	LOC102077736	uncharacterized LOC102077736%2C transcript variant X1
102077737	LOC102077737	uncharacterized LOC102077737%2C transcript variant X1
102077738	LOC102077738	flocculation protein FLO11-like%2C transcript variant X1
102077739	LOC102077739	uncharacterized LOC102077739%2C transcript variant X2
102077740	LOC102077740	coiled-coil domain-containing protein 177-like
102077741	LOC102077741	E3 ubiquitin/ISG15 ligase TRIM25%2C transcript variant X3
102077743	LOC102077743	FH2 domain-containing protein 1%2C transcript variant X2
102077744	LOC102077744	uncharacterized LOC109195909
102077745	ninl	ninein like
102077746	LOC102077746	protein NLRC3%2C transcript variant X6
102077747	LOC102077747	uncharacterized LOC102077747
102077748	LOC102077748	uncharacterized LOC102077748%2C transcript variant X1
102077749	LOC102077749	zinc finger protein 239%2C transcript variant X1
102077750	LOC102077750	uncharacterized LOC102077750
102077751	paqr3	progestin and adipoQ receptor family member 3%2C transcript variant X1
102077752	LOC102077752	uncharacterized LOC102077752
102077753	LOC102077753	trichohyalin-like
102077756	LOC102077756	laminin subunit gamma-3
102077757	LOC102077757	uncharacterized LOC102077757
102077758	LOC102077758	protein shisa-7%2C transcript variant X2
102077759	LOC102077759	uncharacterized LOC102077759
102077760	tmem176b	transmembrane protein 176B%2C transcript variant X1
102077761	LOC102077761	uncharacterized LOC102077761
102077762	LOC102077762	uncharacterized LOC102077762
102077764	LOC102077764	uncharacterized LOC102077764%2C transcript variant X2
102077765	LOC102077765	GRAM domain-containing protein 3-like%2C transcript variant X6
102077766	LOC102077766	uncharacterized LOC102077766
102077767	LOC102077767	calpain-1 catalytic subunit-like
102077769	LOC102077769	uncharacterized LOC102077769
102077770	LOC102077770	AF4/FMR2 family member 1%2C transcript variant X3
102077771	LOC102077771	proline-rich nuclear receptor coactivator 2
102077774	LOC102077774	zinc finger protein 239
102077776	LOC102077776	protein Daple-like
102077777	LOC102077777	uncharacterized LOC102077777
102077778	LOC102077778	gastrula zinc finger protein XlCGF49.1-like
102077779	LOC102077779	zinc finger and SCAN domain-containing protein 30%2C transcript variant X1
102077781	LOC102077781	uncharacterized LOC102077781
102077784	LOC102077784	plexin-C1
102077785	LOC102077785	gamma-aminobutyric acid receptor subunit gamma-3
102077787	LOC102077787	receptor-type tyrosine-protein phosphatase C-like
102077788	LOC102077788	uncharacterized LOC102077788
102077789	LOC102077789	uncharacterized LOC102077789
102077790	LOC102077790	uncharacterized LOC102077790%2C transcript variant X1
102077791	kcnip1	potassium voltage-gated channel interacting protein 1%2C transcript variant X1
102077792	LOC102077792	interferon-induced very large GTPase 1
102077793	LOC102077793	uncharacterized LOC102077793
102077794	LOC102077794	dickkopf-related protein 3
102077795	LOC102077795	uncharacterized LOC102077795%2C transcript variant X2
102077796	LOC102077796	uncharacterized LOC102077796
102077797	LOC102077797	uncharacterized LOC102077797
102077798	LOC102077798	uncharacterized LOC102077798
102077800	LOC102077800	uncharacterized LOC102077800
102077801	LOC102077801	uncharacterized LOC102077801
102077802	LOC102077802	E3 ubiquitin-protein ligase NRDP1%2C transcript variant X3
102077803	LOC102077803	nucleotide-binding oligomerization domain-containing protein 1
102077804	LOC102077804	uncharacterized LOC102077804%2C transcript variant X1
102077805	LOC102077805	uncharacterized LOC102077805
102077806	LOC102077806	coiled-coil domain-containing protein 136%2C transcript variant X2
102077808	LOC102077808	uncharacterized LOC102077808%2C transcript variant X2
102077809	LOC102077809	ladderlectin
102077811	LOC102077811	transmembrane protein 238%2C transcript variant X1
102077814	LOC102077814	uncharacterized LOC102077814
102077816	LOC102077816	uncharacterized LOC102077816
102077817	LOC102077817	uncharacterized LOC102077817
102077819	LOC102077819	uncharacterized LOC102077819
102077820	LOC102077820	G2/M phase-specific E3 ubiquitin-protein ligase%2C transcript variant X3
102077824	tmem252	transmembrane protein 252
102077825	LOC102077825	kinesin-like protein KIF17%2C transcript variant X3
102077826	LOC102077826	uncharacterized LOC102077826%2C transcript variant X1
102077827	LOC102077827	paralemmin-3%2C transcript variant X7
102077828	maml3	mastermind like transcriptional coactivator 3
102077829	LOC102077829	uncharacterized LOC102077829%2C transcript variant X2
102077830	LOC102077830	nectin-4%2C transcript variant X3
102077834	LOC102077834	Ig kappa chain V region 3374-like
102077836	ldlrap1	low density lipoprotein receptor adaptor protein 1%2C transcript variant X1
102077838	LOC102077838	immunoglobulin kappa variable 4-1-like
102077840	tmem108	transmembrane protein 108
102077841	LOC102077841	uncharacterized LOC102077841
102077843	LOC102077843	uncharacterized LOC102077843
102077845	LOC102077845	uncharacterized LOC102077845
102077847	LOC102077847	C-type mannose receptor 2%2C transcript variant X2
102077849	LOC102077849	uncharacterized LOC102077849
102077850	LOC102077850	GTPase IMAP family member 7-like%2C transcript variant X1
102077851	LOC102077851	sialoadhesin%2C transcript variant X1
102077853	LOC102077853	uncharacterized LOC102077853
102077854	LOC102077854	zinc finger protein OZF
102077855	lg4h17orf53	linkage group 4 C17orf53 homolog
102077856	LOC102077856	uncharacterized LOC102077856
102077857	LOC102077857	uncharacterized LOC102077857%2C transcript variant X2
102077858	LOC102077858	uncharacterized protein C11orf24
102077859	LOC102077859	uncharacterized LOC102077859
102077860	LOC102077860	uncharacterized LOC102077860%2C transcript variant X1
102077861	LOC102077861	uncharacterized LOC102077861%2C transcript variant X2
102077863	LOC102077863	uncharacterized LOC102077863
102077865	LOC102077865	uncharacterized LOC102077865
102077866	LOC102077866	alpha-tectorin-like
102077867	LOC102077867	protein FAM111A-like
102077868	LOC102077868	uncharacterized LOC102077868%2C transcript variant X2
102077871	LOC102077871	NACHT%2C LRR and PYD domains-containing protein 12-like
102077873	LOC102077873	AT-rich interactive domain-containing protein 1B
102077874	LOC102077874	uncharacterized LOC102077874
102077875	LOC102077875	uncharacterized LOC102077875
102077876	LOC102077876	uncharacterized LOC102077876
102077877	LOC102077877	uncharacterized protein C22orf31
102077880	LOC102077880	G-protein coupled receptor 35
102077882	LOC102077882	uncharacterized LOC102077882
102077886	LOC102077886	nectin-3%2C transcript variant X8
102077887	lg7h12orf75	linkage group 7 C12orf75 homolog
102077888	LOC102077888	interferon-induced transmembrane protein 2
102077890	LOC102077890	stereocilin
102077891	LOC102077891	uncharacterized LOC102077891
102077892	LOC102077892	uncharacterized LOC102077892
102077893	LOC102077893	nectin-4
102077896	LOC102077896	uncharacterized LOC102077896
102077897	cep68	centrosomal protein 68%2C transcript variant X2
102077901	LOC102077901	uncharacterized LOC102077901%2C transcript variant X3
102077902	LOC102077902	uncharacterized LOC102077902%2C transcript variant X4
102077903	LOC102077903	macrophage mannose receptor 1%2C transcript variant X1
102077906	LOC102077906	syntaphilin%2C transcript variant X5
102077908	LOC102077908	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1-like
102077911	LOC102077911	uncharacterized LOC102077911
102077915	LOC102077915	SLAM family member 7%2C transcript variant X2
102077920	LOC102077920	uncharacterized LOC102077920%2C transcript variant X1
102077921	LOC102077921	ependymin
102077922	LOC102077922	uncharacterized LOC102077922
102077923	LOC102077923	uncharacterized LOC102077923
102077924	LOC102077924	uncharacterized LOC102077924
102077928	LOC102077928	uncharacterized LOC102077928%2C transcript variant X1
102077929	cd2	CD2 molecule
102077930	LOC102077930	perforin-1-like%2C transcript variant X1
102077931	LOC102077931	uncharacterized LOC102077931
102077934	LOC102077934	uncharacterized LOC102077934
102077935	tmem81	transmembrane protein 81%2C transcript variant X4
102077942	LOC102077942	uncharacterized LOC102077942
102077943	LOC102077943	uncharacterized LOC102077943
102077944	LOC102077944	uncharacterized LOC102077944%2C transcript variant X2
102077946	il12rb1	interleukin 12 receptor subunit beta 1%2C transcript variant X1
102077947	LOC102077947	uncharacterized LOC102077947
102077949	LOC102077949	GTPase IMAP family member 8%2C transcript variant X1
102077954	LOC102077954	uncharacterized LOC102077954%2C transcript variant X1
102077955	znf804a	zinc finger protein 804A
102077956	LOC102077956	CXXC-type zinc finger protein 5%2C transcript variant X1
102077957	LOC102077957	uncharacterized LOC102077957
102077958	LOC102077958	uncharacterized LOC102077958%2C transcript variant X1
102077959	LOC102077959	M protein%2C serotype 5%2C transcript variant X1
102077961	LOC102077961	hemicentin-2
102077962	LOC102077962	uncharacterized LOC102077962
102077963	cipc	CLOCK interacting pacemaker
102077964	LOC102077964	calpain-1 catalytic subunit%2C transcript variant X1
102077965	LOC102077965	ladderlectin
102077966	LOC102077966	adhesion G protein-coupled receptor F4-like
102077967	LOC102077967	uncharacterized LOC102077967%2C transcript variant X2
102077968	LOC102077968	uncharacterized LOC102077968
102077969	LOC102077969	cationic trypsin%2C transcript variant X1
102077970	LOC102077970	somatostatin-1
102077971	LOC102077971	protein NLRC3
102077972	LOC102077972	zinc finger protein 271
102077973	LOC102077973	uncharacterized LOC102077973%2C transcript variant X2
102077976	LOC102077976	uncharacterized LOC102077976
102077977	LOC102077977	uncharacterized LOC102077977
102077979	LOC102077979	nectin-1-like%2C transcript variant X5
102077980	LOC102077980	hemicentin-2
102077985	LOC102077985	uncharacterized LOC102077985%2C transcript variant X7
102077987	LOC102077987	XK-related protein 8%2C transcript variant X2
102077988	LOC102077988	non-syndromic hearing impairment protein 5 homolog
102077989	LOC102077989	scavenger receptor cysteine-rich type 1 protein M160
102077990	LOC102077990	mucosa-associated lymphoid tissue lymphoma translocation protein 1%2C transcript variant X2
102077991	LOC102077991	uncharacterized LOC102077991
102077992	cntln	centlein
102077993	LOC102077993	uncharacterized LOC102077993%2C transcript variant X2
102077994	LOC102077994	uncharacterized LOC102077994
102077996	LOC102077996	otolin-1-A-like%2C transcript variant X1
102077997	LOC102077997	uncharacterized LOC102077997
102077999	lg12h2orf81	linkage group 12 C2orf81 homolog%2C transcript variant X2
102078001	LOC102078001	uncharacterized LOC102078001
102078002	LOC102078002	nesprin-2-like
102078004	LOC102078004	deleted in malignant brain tumors 1 protein-like
102078005	LOC102078005	tripartite motif-containing protein 16
102078006	LOC102078006	uncharacterized LOC102078006%2C transcript variant X3
102078007	LOC102078007	uncharacterized LOC102078007%2C transcript variant X2
102078010	LOC102078010	uncharacterized LOC102078010
102078011	LOC102078011	uncharacterized LOC102078011
102078012	LOC102078012	uncharacterized LOC102078012
102078013	LOC102078013	titin homolog
102078015	LOC102078015	uncharacterized LOC102078015%2C transcript variant X1
102078016	LOC102078016	uncharacterized LOC102078016
102078017	LOC102078017	signal-regulatory protein beta-2
102078018	LOC102078018	proteinase-activated receptor 3
102078020	LOC102078020	gastrula zinc finger protein XlCGF57.1%2C transcript variant X1
102078021	LOC102078021	interferon-induced very large GTPase 1%2C transcript variant X3
102078023	LOC102078023	uncharacterized LOC102078023
102078025	armc5	armadillo repeat containing 5
102078026	LOC102078026	uncharacterized LOC102078026
102078027	LOC102078027	uncharacterized LOC102078027
102078028	LOC102078028	uncharacterized LOC102078028
102078029	LOC102078029	uncharacterized LOC102078029
102078032	LOC102078032	receptor activity-modifying protein 1-like
102078033	LOC102078033	uncharacterized LOC102078033%2C transcript variant X2
102078034	LOC102078034	fibropellin-1-like
102078035	LOC102078035	collagen alpha-1(XXVI) chain%2C transcript variant X5
102078036	LOC102078036	uncharacterized LOC102078036
102078037	ptgfrn	prostaglandin F2 receptor inhibitor%2C transcript variant X1
102078038	LOC102078038	transmembrane protein 132D%2C transcript variant X4
102078039	LOC102078039	Ig kappa chain V region 3381-like isoform X1
102078040	LOC102078040	uncharacterized LOC102078040
